东皇钟[上古神器]	1	4910	20	200	0	-282	0	1
昆仑镜[上古神器]	1	4910	20	200	0	-282	0	1
先天五行旗[上古神器]	1	4910	20	200	0	-282	0	1
追日靴[上古神器]	1	4910	20	200	0	-282	0	1
封天印[上古神器]	1	4910	20	200	0	-282	0	1
崆峒印[上古神器]	1	4910	20	200	0	-282	0	1
轩辕剑[上古神器]	1	4910	20	200	0	-282	0	1
太极图[上古神器]	1	4910	20	200	0	-282	0	1
玲珑塔[上古神器]	1	4910	20	200	0	-282	0	1
昊天塔[上古神器]	1	4910	20	200	0	-282	0	1
=====2020.11.11专属装备=======	1	4930	20	200	0	-282	0	1
红烧狮子头	1	4930	20	200	0	-282	0	1
三味真火	1	4930	20	200	0	-282	0	1
百变妖姬	1	4930	20	200	0	-282	0	1
第三只眼	1	4930	20	200	0	-282	0	1
大力牛魔拳	1	4930	20	200	0	-282	0	1
长庚锻金丹	1	4930	20	200	0	-282	0	1
三头六臂	1	4930	20	200	0	-282	0	1
快请如来佛	1	4930	20	200	0	-282	0	1
斜月三星	1	4930	20	200	0	-282	0	1
金箍棒	1	4930	20	200	0	-282	0	1
月牙铲	1	4930	20	200	0	-282	0	1
九齿钉耙	1	4930	20	200	0	-282	0	1
西游·定海神针	1	4930	20	200	0	-282	0	1
净瓶杨柳	1	4930	20	200	0	-282	0	1
灵骨舍利	1	4930	20	200	0	-282	0	1
火眼金睛	1	4930	20	200	0	-282	0	1
丈二金身	1	4930	20	200	0	-282	0	1
玉龙三太子	1	4930	20	200	0	-282	0	1
牛魔披风	1	4930	20	200	0	-282	0	1
海刺银胆	1	4930	20	200	0	-282	0	1
蛛王戒	1	4930	20	200	0	-282	0	1
鼠王巫觋	1	4930	20	200	0	-282	0	1
紫金红葫芦	1	4930	20	200	0	-282	0	1
羊脂玉净瓶	1	4930	20	200	0	-282	0	1
锦蓝袈裟	1	4930	20	200	0	-282	0	1
定风珠	1	4930	20	200	0	-282	0	1
赤胆忠心	1	4930	20	200	0	-282	0	1
古之恶来	1	4930	20	200	0	-282	0	1
鞠躬尽瘁	1	4930	20	200	0	-282	0	1
常胜将军	1	4930	20	200	0	-282	0	1
三姓家奴	1	4930	20	200	0	-282	0	1
人中赤兔	1	4930	20	200	0	-282	0	1
欢乐肥宅	1	4930	20	200	0	-282	0	1
曹操卷轴	1	4930	20	200	0	-282	0	1
英年早逝	1	4930	20	200	0	-282	0	1
有借无还	1	4930	20	200	0	-282	0	1
人强货硬	1	4930	20	200	0	-282	0	1
天妒英才	1	4930	20	200	0	-282	0	1
公瑾糜烂	1	4930	20	200	0	-282	0	1
虎痴许褚	1	4930	20	200	0	-282	0	1
勇者得前	1	4930	20	200	0	-282	0	1
老而弥坚称号	1	4930	20	200	0	-282	0	1
超人一等	1	4930	20	200	0	-282	0	1
桀骜不驯	1	4930	20	200	0	-282	0	1
沉鱼落雁	1	4930	20	200	0	-282	0	1
闭月羞花	1	4930	20	200	0	-282	0	1
张角巾	1	4930	20	200	0	-282	0	1
太清丹经	1	4930	20	200	0	-282	0	1
无名火	1	4930	20	200	0	-282	0	1
援军令	1	4930	20	200	0	-282	0	1
虎痴	1	4930	20	200	0	-282	0	1
九节杖	1	4930	20	200	0	-282	0	1
张凌剑	1	4930	20	200	0	-282	0	1
招安状	1	4930	20	200	0	-282	0	1
一统天下	1	4930	20	200	0	-282	0	1
雄才伟略	1	4930	20	200	0	-282	0	1
建武盛世	1	4930	20	200	0	-282	0	1
无德有功卷轴	1	4930	20	200	0	-282	0	1
贞观之治	1	4930	20	200	0	-282	0	1
政通人和	1	4930	20	200	0	-282	0	1
英武圣文	1	4930	20	200	0	-282	0	1
人不知兵	1	4930	20	200	0	-282	0	1
屈辱求和	1	4930	20	200	0	-282	0	1
弯弓射雕	1	4930	20	200	0	-282	0	1
千年之志	1	4930	20	200	0	-282	0	1
英明神武	1	4930	20	200	0	-282	0	1
建文新政	1	4930	20	200	0	-282	0	1
靖难之役	1	4930	20	200	0	-282	0	1
均田免粮	1	4930	20	200	0	-282	0	1
统一女真	1	4930	20	200	0	-282	0	1
建立大清	1	4930	20	200	0	-282	0	1
乾纲独断	1	4930	20	200	0	-282	0	1
平定三藩	1	4930	20	200	0	-282	0	1
朝乾夕惕	1	4930	20	200	0	-282	0	1
三下江南	1	4930	20	200	0	-282	0	1
和申跌倒	1	4930	20	200	0	-282	0	1
祸国殃民	1	4930	20	200	0	-282	0	1
人称大头	1	4930	20	200	0	-282	0	1
苟且偷生	1	4930	20	200	0	-282	0	1
天下为公	1	4930	20	200	0	-282	0	1
蛤蟆功	1	4930	20	200	0	-282	0	1
先天功	1	4930	20	200	0	-282	0	1
弹指神通	1	4930	20	200	0	-282	0	1
降龙十八掌	1	4930	20	200	0	-282	0	1
九阴真经	1	4930	20	200	0	-282	0	1
双手互搏	1	4930	20	200	0	-282	0	1
武穆遗书	1	4930	20	200	0	-282	0	1
铁掌水上漂	1	4930	20	200	0	-282	0	1
打狗棒	1	4930	20	200	0	-282	0	1
九阴白骨爪	1	4930	20	200	0	-282	0	1
藏书万卷	1	4930	20	200	0	-282	0	1
北冥神功	1	4930	20	200	0	-282	0	1
凌波微步	1	4930	20	200	0	-282	0	1
化功大法	1	4930	20	200	0	-282	0	1
生死符	1	4930	20	200	0	-282	0	1
擒龙功	1	4930	20	200	0	-282	0	1
六脉神剑	1	4930	20	200	0	-282	0	1
百科全书	1	4930	20	200	0	-282	0	1
神木王鼎	1	4930	20	200	0	-282	0	1
斗转星移	1	4930	20	200	0	-282	0	1
大众情人	1	4930	20	200	0	-282	0	1
妻妾成群	1	4930	20	200	0	-282	0	1
恶贯满盈	1	4930	20	200	0	-282	0	1
独孤九剑	1	4930	20	200	0	-282	0	1
凶神恶煞	1	4930	20	200	0	-282	0	1
穷凶极恶	1	4930	20	200	0	-282	0	1
无恶不做	1	4930	20	200	0	-282	0	1
魔教妖女	1	4930	20	200	0	-282	0	1
寒冰神掌	1	4930	20	200	0	-282	0	1
吸星大法	1	4930	20	200	0	-282	0	1
葵花宝典	1	4930	20	200	0	-282	0	1
天马流星拳	1	4930	20	200	0	-282	0	1
庐山升龙霸	1	4930	20	200	0	-282	0	1
钻石星尘拳	1	4930	20	200	0	-282	0	1
星云风暴卷轴	1	4930	20	200	0	-282	0	1
凤凰幻魔拳	1	4930	20	200	0	-282	0	1
魔铃之戒	1	4930	20	200	0	-282	0	1
蛇夫座	1	4930	20	200	0	-282	0	1
美斯迪之玉	1	4930	20	200	0	-282	0	1
魔西斯面纱	1	4930	20	200	0	-282	0	1
亚迪里安的吊坠	1	4930	20	200	0	-282	0	1
乌鸦基米安	1	4930	20	200	0	-282	0	1
万贯家财	1	4930	20	200	0	-282	0	1
地狱犬	1	4930	20	200	0	-282	0	1
仙皇之座	1	4930	20	200	0	-282	0	1
穆之石	1	4930	20	200	0	-282	0	1
亚鲁迪巴之戒	1	4930	20	200	0	-282	0	1
双子之镯	1	4930	20	200	0	-282	0	1
巨蟹之盔	1	4930	20	200	0	-282	0	1
狮子之翼	1	4930	20	200	0	-282	0	1
处女之锤	1	4930	20	200	0	-282	0	1
天秤之镰	1	4930	20	200	0	-282	0	1
天蝎权杖	1	4930	20	200	0	-282	0	1
射手座称号	1	4930	20	200	0	-282	0	1
山羊·修罗	1	4930	20	200	0	-282	0	1
水瓶天平	1	4930	20	200	0	-282	0	1
双鱼剑魂	1	4930	20	200	0	-282	0	1
末日毁灭者	1	4930	20	200	0	-282	0	1
扩散黑暗	1	4930	20	200	0	-282	0	1
炽天使之韵	1	4930	20	200	0	-282	0	1
安达利尔的面貌	1	4930	20	200	0	-282	0	1
霜燃	1	4930	20	200	0	-282	0	1
腐肉之风	1	4930	20	200	0	-282	0	1
吸血圣王之圈	1	4930	20	200	0	-282	0	1
骨髓行走	1	4930	20	200	0	-282	0	1
毁灭	1	4930	20	200	0	-282	0	1
魂系结果	1	4930	20	200	0	-282	0	1
格利风之眼	1	4930	20	200	0	-282	0	1
夜翼面纱	1	4930	20	200	0	-282	0	1
巨骷髅	1	4930	20	200	0	-282	0	1
玛哈姆橡木古董	1	4930	20	200	0	-282	0	1
卓古拉之握	1	4930	20	200	0	-282	0	1
鬼火投射者	1	4930	20	200	0	-282	0	1
剃刀之尾	1	4930	20	200	0	-282	0	1
泪之臀	1	4930	20	200	0	-282	0	1
萨德[Zod]	1	4930	20	200	0	-282	0	1
查姆[Cham]	1	4930	20	200	0	-282	0	1
古尔[Gul]	1	4930	20	200	0	-282	0	1
那夫[Nef]	1	4930	20	200	0	-282	0	1
乔[Jah]	1	4930	20	200	0	-282	0	1
贝[Ber]	1	4930	20	200	0	-282	0	1
瑟[Sur]	1	4930	20	200	0	-282	0	1
罗[Lo]	1	4930	20	200	0	-282	0	1
小李广木牌	1	4930	20	200	0	-282	0	1
智多星链	1	4930	20	200	0	-282	0	1
铁扇子	1	4930	20	200	0	-282	0	1
黑旋风	1	4930	20	200	0	-282	0	1
玉麒麟面巾	1	4930	20	200	0	-282	0	1
轰天雷	1	4930	20	200	0	-282	0	1
小遮拦羞羞	1	4930	20	200	0	-282	0	1
魔王之刃	1	4930	20	200	0	-282	0	1
军师卡牌	1	4930	20	200	0	-282	0	1
神算子占卜	1	4930	20	200	0	-282	0	1
锦豹子披风	1	4930	20	200	0	-282	0	1
铁面孔目之刃	1	4930	20	200	0	-282	0	1
一枝花盾牌	1	4930	20	200	0	-282	0	1
梦幻独角龙	1	4930	20	200	0	-282	0	1
母大虫魔剑	1	4930	20	200	0	-282	0	1
小尉迟之刃	1	4930	20	200	0	-282	0	1
病尉迟圣剑	1	4930	20	200	0	-282	0	1
镇三山神者	1	4930	20	200	0	-282	0	1
美髯公裁决	1	4930	20	200	0	-282	0	1
双鞭	1	4930	20	200	0	-282	0	1
大刀	1	4930	20	200	0	-282	0	1
鬼脸儿	1	4930	20	200	0	-282	0	1
扑天雕之铠	1	4930	20	200	0	-282	0	1
小旋风战甲	1	4930	20	200	0	-282	0	1
活阎王魔铠	1	4930	20	200	0	-282	0	1
神行太保魇铠	1	4930	20	200	0	-282	0	1
翻江蜃披风	1	4930	20	200	0	-282	0	1
出洞蛟板甲	1	4930	20	200	0	-282	0	1
混江龙魔甲	1	4930	20	200	0	-282	0	1
浪子皮肤	1	4930	20	200	0	-282	0	1
鼓上蚤战甲	1	4930	20	200	0	-282	0	1
合欢铃	1	4930	20	200	0	-282	0	1
苏茹魔戒	1	4930	20	200	0	-282	0	1
叔常的召唤	1	4930	20	200	0	-282	0	1
灵儿铠甲	1	4930	20	200	0	-282	0	1
斩龙剑	1	4930	20	200	0	-282	0	1
苍松道人的堕落	1	4930	20	200	0	-282	0	1
陆雪琪的清冷	1	4930	20	200	0	-282	0	1
诛仙剑	1	4930	20	200	0	-282	0	1
田不易之链	1	4930	20	200	0	-282	0	1
水月禁言术	1	4930	20	200	0	-282	0	1
林惊羽的才华	1	4930	20	200	0	-282	0	1
曾书书之宠	1	4930	20	200	0	-282	0	1
李洵之戒	1	4930	20	200	0	-282	0	1
谷主神秘盔	1	4930	20	200	0	-282	0	1
玄火吊坠	1	4930	20	200	0	-282	0	1
天音寺手链	1	4930	20	200	0	-282	0	1
朱雀·腰带	1	4930	20	200	0	-282	0	1
青龙·战靴	1	4930	20	200	0	-282	0	1
日行一骗	1	4930	20	200	0	-282	0	1
万毒归宗	1	4930	20	200	0	-282	0	1
神秘莫测	1	4930	20	200	0	-282	0	1
心机深沉	1	4930	20	200	0	-282	0	1
痛不欲生	1	4930	20	200	0	-282	0	1
伤心欲绝	1	4930	20	200	0	-282	0	1
邪恶的源泉	1	4930	20	200	0	-282	0	1
邪恶的延伸	1	4930	20	200	0	-282	0	1
哈迪斯之怒	1	4930	20	200	0	-282	0	1
雅典娜的邪恶	1	4930	20	200	0	-282	0	1
德墨忒尔的生机	1	4930	20	200	0	-282	0	1
月光女神的彩靴	1	4930	20	200	0	-282	0	1
女神的祝福	1	4930	20	200	0	-282	0	1
阿波罗的愤怒	1	4930	20	200	0	-282	0	1
鸿钧的傲慢	1	4930	20	200	0	-282	0	1
盘古的虚饰	1	4930	20	200	0	-282	0	1
女娲的易怒	1	4930	20	200	0	-282	0	1
道德的忧郁	1	4930	20	200	0	-282	0	1
灵宝的怠惰	1	4930	20	200	0	-282	0	1
元始的贪婪	1	4930	20	200	0	-282	0	1
大禹的暴食	1	4930	20	200	0	-282	0	1
后羿的色欲	1	4930	20	200	0	-282	0	1
月光祝福	1	4930	20	200	0	-282	0	1
太阳神的葬礼	1	4930	20	200	0	-282	0	1
山海经	1	4930	20	200	0	-282	0	1
战神指环	1	4930	20	200	0	-282	0	1
蚩尤神坠	1	4930	20	200	0	-282	0	1
三十三世靴	1	4930	20	200	0	-282	0	1
世祖神腰	1	4930	20	200	0	-282	0	1
帝喾神盔	1	4930	20	200	0	-282	0	1
七星北斗剑	1	4930	20	200	0	-282	0	1
魔剑	1	4930	20	200	0	-282	0	1
镇妖剑	1	4930	20	200	0	-282	0	1
至尊魔剑[封印]	1	4930	20	200	0	-282	0	1
镇域战甲	1	4930	20	200	0	-282	0	1
深渊魔剑[技能]	1	4930	20	200	0	-282	0	1
魔铠[防]	1	4930	20	200	0	-282	0	1
======武器图纸=======	1	4950	20	200	0	-282	0	1
光之剑图纸	1	4950	20	200	0	-282	0	1
蓝灵法杖图纸	1	4950	20	200	0	-282	0	1
邪恶之剑图纸	1	4950	20	200	0	-282	0	1
末日之斧图纸	1	4950	20	200	0	-282	0	1
绿玉屠龙图纸	1	4950	20	200	0	-282	0	1
绿玉裁决图纸	1	4950	20	200	0	-282	0	1
退魔权杖图纸	1	4950	20	200	0	-282	0	1
寒冰剑图纸	1	4950	20	200	0	-282	0	1
幽灵の魔图纸	1	4950	20	200	0	-282	0	1
毒龙之身图纸	1	4950	20	200	0	-282	0	1
幽冥の鬼爪图纸	1	4950	20	200	0	-282	0	1
倚天剑图纸	1	4950	20	200	0	-282	0	1
假·破馆珍剑图纸	1	4950	20	200	0	-282	0	1
破碎·破馆珍剑图纸	1	4950	20	200	0	-282	0	1
破馆珍剑图纸	1	4950	20	200	0	-282	0	1
真·破馆珍剑图纸	1	4950	20	200	0	-282	0	1
赤血魔剑图纸	1	4950	20	200	0	-282	0	1
小红剑图纸	1	4950	20	200	0	-282	0	1
魅影之刃图纸	1	4950	20	200	0	-282	0	1
真·倚天剑图纸	1	4950	20	200	0	-282	0	1
真·魅影之刃图纸	1	4950	20	200	0	-282	0	1
轩辕剑图纸	1	4950	20	200	0	-282	0	1
天下神剑图纸	1	4950	20	200	0	-282	0	1
=======衣服图纸======	1	4950	20	200	0	-282	0	1
骑士战袍图纸	1	4950	20	200	0	-282	0	1
猩猩战甲图纸	1	4950	20	200	0	-282	0	1
幽冥の龍图纸	1	4950	20	200	0	-282	0	1
钢铁之铠图纸	1	4950	20	200	0	-282	0	1
天地の防图纸	1	4950	20	200	0	-282	0	1
天使龙翼图纸	1	4950	20	200	0	-282	0	1
仙の摩罗神甲图纸	1	4950	20	200	0	-282	0	1
仙の寒冰守护图纸	1	4950	20	200	0	-282	0	1
傳説神甲图纸	1	4950	20	200	0	-282	0	1
绝对防御图纸	1	4950	20	200	0	-282	0	1
堕落·诅咒之翼图纸	1	4950	20	200	0	-282	0	1
龍甲图纸	1	4950	20	200	0	-282	0	1
血腥の战甲图纸	1	4950	20	200	0	-282	0	1
魅影神甲图纸	1	4950	20	200	0	-282	0	1
真·魅影神甲图纸	1	4950	20	200	0	-282	0	1
倚天战甲图纸	1	4950	20	200	0	-282	0	1
真·倚天战甲图纸	1	4950	20	200	0	-282	0	1
天下神铠图纸	1	4950	20	200	0	-282	0	1
=======项链图纸=======	1	4950	20	200	0	-282	0	1
精灵の翔图纸	1	4950	20	200	0	-282	0	1
神之项链图纸	1	4950	20	200	0	-282	0	1
苍龙霸泣图纸	1	4950	20	200	0	-282	0	1
开天の链图纸	1	4950	20	200	0	-282	0	1
强者之魂图纸	1	4950	20	200	0	-282	0	1
通天·王链图纸	1	4950	20	200	0	-282	0	1
天地造化链图纸	1	4950	20	200	0	-282	0	1
幸运之链图纸	1	4950	20	200	0	-282	0	1
神力之链图纸	1	4950	20	200	0	-282	0	1
致命之链图纸	1	4950	20	200	0	-282	0	1
炼狱裁断图纸	1	4950	20	200	0	-282	0	1
血之链图纸	1	4950	20	200	0	-282	0	1
死亡审判图纸	1	4950	20	200	0	-282	0	1
八卦连环图纸	1	4950	20	200	0	-282	0	1
灭世之魔眼图纸	1	4950	20	200	0	-282	0	1
天下神链图纸	1	4950	20	200	0	-282	0	1
=======头盔图纸=======	1	4950	20	200	0	-282	0	1
战神の帝图纸	1	4950	20	200	0	-282	0	1
远古恶梦图纸	1	4950	20	200	0	-282	0	1
神龙之威图纸	1	4950	20	200	0	-282	0	1
魔之天灾图纸	1	4950	20	200	0	-282	0	1
逆鳞图纸	1	4950	20	200	0	-282	0	1
九州·苍天图纸	1	4950	20	200	0	-282	0	1
盘龙魂图纸	1	4950	20	200	0	-282	0	1
星盔图纸	1	4950	20	200	0	-282	0	1
乾坤图纸	1	4950	20	200	0	-282	0	1
冰魄之盔图纸	1	4950	20	200	0	-282	0	1
冥龙·血盔图纸	1	4950	20	200	0	-282	0	1
月神之裁图纸	1	4950	20	200	0	-282	0	1
虚无·雷动图纸	1	4950	20	200	0	-282	0	1
红莲之炎图纸	1	4950	20	200	0	-282	0	1
提伯斯之怒图纸	1	4950	20	200	0	-282	0	1
天下神盔图纸	1	4950	20	200	0	-282	0	1
======手镯图纸=======	1	4950	20	200	0	-282	0	1
守护の神图纸	1	4950	20	200	0	-282	0	1
蝴蝶臂环图纸	1	4950	20	200	0	-282	0	1
狩猎之镯图纸	1	4950	20	200	0	-282	0	1
麒麟臂[1.2]图纸	1	4950	20	200	0	-282	0	1
古·镯图纸	1	4950	20	200	0	-282	0	1
致命之镯图纸	1	4950	20	200	0	-282	0	1
怨灵·血怒图纸	1	4950	20	200	0	-282	0	1
神镯·SSSSS图纸	1	4950	20	200	0	-282	0	1
原始·吸灵之镯图纸	1	4950	20	200	0	-282	0	1
天残の噬魂手图纸	1	4950	20	200	0	-282	0	1
寂寞如天图纸	1	4950	20	200	0	-282	0	1
魔音离魂·狂暴图纸	1	4950	20	200	0	-282	0	1
地狱·永生手图纸	1	4950	20	200	0	-282	0	1
玛法救赎图纸	1	4950	20	200	0	-282	0	1
承天极破图纸	1	4950	20	200	0	-282	0	1
天下神镯图纸	1	4950	20	200	0	-282	0	1
======戒指图纸=======	1	4950	20	200	0	-282	0	1
凤凰の飞图纸	1	4950	20	200	0	-282	0	1
诅咒の亡图纸	1	4950	20	200	0	-282	0	1
天地玄黄图纸	1	4950	20	200	0	-282	0	1
暴力指环图纸	1	4950	20	200	0	-282	0	1
天兽图纸	1	4950	20	200	0	-282	0	1
鬼泣图纸	1	4950	20	200	0	-282	0	1
冉·遗珠图纸	1	4950	20	200	0	-282	0	1
火神·指环图纸	1	4950	20	200	0	-282	0	1
魔·戒·SSSS图纸	1	4950	20	200	0	-282	0	1
幻月图纸	1	4950	20	200	0	-282	0	1
伏魔·九游戒图纸	1	4950	20	200	0	-282	0	1
血瞳图纸	1	4950	20	200	0	-282	0	1
万灵之戒图纸	1	4950	20	200	0	-282	0	1
轩墨魔戒图纸	1	4950	20	200	0	-282	0	1
至尊魔戒图纸	1	4950	20	200	0	-282	0	1
天下神指图纸	1	4950	20	200	0	-282	0	1
======腰带图纸=========	1	4950	20	200	0	-282	0	1
云飞の扬图纸	1	4950	20	200	0	-282	0	1
韩灵阴阳图纸	1	4950	20	200	0	-282	0	1
完美守护图纸	1	4950	20	200	0	-282	0	1
玉虚葫图纸	1	4950	20	200	0	-282	0	1
血染图纸	1	4950	20	200	0	-282	0	1
黄龙在天图纸	1	4950	20	200	0	-282	0	1
断·天图纸	1	4950	20	200	0	-282	0	1
寂灭[攻]图纸	1	4950	20	200	0	-282	0	1
焚毒之火图纸	1	4950	20	200	0	-282	0	1
冰晶之魂图纸	1	4950	20	200	0	-282	0	1
混天绫图纸	1	4950	20	200	0	-282	0	1
噬血灵魂图纸	1	4950	20	200	0	-282	0	1
悲伤之末图纸	1	4950	20	200	0	-282	0	1
救世守望带图纸	1	4950	20	200	0	-282	0	1
祭祖神魔图纸	1	4950	20	200	0	-282	0	1
天下神带图纸	1	4950	20	200	0	-282	0	1
=======靴子图纸=======	1	4950	20	200	0	-282	0	1
天下の幻图纸	1	4950	20	200	0	-282	0	1
天妖图纸	1	4950	20	200	0	-282	0	1
天殇英雄履图纸	1	4950	20	200	0	-282	0	1
冰河葬心靴图纸	1	4950	20	200	0	-282	0	1
碎空破晓图纸	1	4950	20	200	0	-282	0	1
骑士的荣耀图纸	1	4950	20	200	0	-282	0	1
国王的祝福图纸	1	4950	20	200	0	-282	0	1
血兽王靴图纸	1	4950	20	200	0	-282	0	1
烛天·封神靴图纸	1	4950	20	200	0	-282	0	1
咒天乾坤天罡履图纸	1	4950	20	200	0	-282	0	1
帝江·九耀靴图纸	1	4950	20	200	0	-282	0	1
永恒的冰封图纸	1	4950	20	200	0	-282	0	1
蚩尤魔靴图纸	1	4950	20	200	0	-282	0	1
孔雀翎图纸	1	4950	20	200	0	-282	0	1
阎王のSSSSS图纸	1	4950	20	200	0	-282	0	1
天下神靴图纸	1	4950	20	200	0	-282	0	1
聚宝盆[西游神器]	1	4910	20	200	0	-282	0	1
