玛法大陆专属---------------------------------------
灵骨舍利=/<img:1557:0:20:3>/ \/ \<img:564:0:3:20>/\<img:1176:0:3:0>  22/+2%/22/ 最大攻击力\/\<img:565:0:3:20>\158/该物品由/222/[大唐圣僧]/158/掉落\<img:566:0:3:20>\87/来自东土大唐\87/身上带着很多的宝物。
火眼金睛=/<img:1557:0:20:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[齐天大圣]/158/掉落\<img:566:0:3:20>\87/光滑圆润，入手可盘\158/可在地图/ 222/西游异世界\151/坐标：219，84/ 146/升级武器的材料
丈二金身=/<img:1557:0:20:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[卷帘大将]/158/掉落\<img:566:0:3:20>\87/光滑圆润，入手可盘\158/可在地图/ 222/西游异世界\151/坐标：219，84/ 146/升级武器的材料
玉龙三太子=/<img:1557:0:20:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[白龙马]/158/掉落\<img:566:0:3:20>\251/双击物品\251/吸收伤害1%，只能吃一次
定风珠=/<img:1557:0:20:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[青狮王]/158/掉落\<img:566:0:3:20>//\251/双击物品\251/每秒恢复增加100HP
飞扬镇专属---------------------------------------
欢乐肥宅=/<img:1569:0:0:3>/ \/ \<img:178:0:3:20>/\<img:1176:0:3:0>  239/+ 5/229/ 物防魔防\/<img:1176:0:3:0>58/+ 2%/58/ 最大攻击力/\<img:1176:0:3:0>  22/+ 2%/21/ 最大生命值/\<img:567:0:3:20>//\<img:1176:0:3:0>243/BUFF：/70/攻击时5%概率召唤一只恶魔董卓\70/   持续15秒,恶魔董卓威力是人物属性2倍\/\<img:565:0:3:20>\158/该物品由/222/[董卓]/158/掉落\<img:566:0:3:20>\87/来自军营的守将\87/身上私藏着很多的宝物。
曹操卷轴=/<img:1569:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[曹操]/158/掉落\<img:566:0:3:20>\251/双击物品\251/给予[曹操出行]称号\251/物魔防+5 攻魔道+5 生命值+50
老而弥坚称号=/<img:1569:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[张昭]/158/掉落\<img:566:0:3:20>\251/双击物品\251/给予[老而弥坚]称号\251/全属性+5 对怪伤害+3%
桀骜不驯=/<img:1569:0:0:3>/ \/ \<img:564:0:3:20>/\<img:1176:0:3:0>  22/+15%/21/  最大攻击力/\<img:567:0:3:20>//\<img:1176:0:3:0>243/BUFF：/70/刀刀附带自身攻击力的切割10%\/\<img:565:0:3:20>\158/该物品由/222/[马超]/158/掉落\<img:566:0:3:20>\87/独行侠的目标请对准他。
招安状=/<img:1569:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[徐晃]/158/掉落\<img:566:0:3:20>\251/双击物品\251/随机获得10W-100W元宝
边界要塞专属---------------------------------------
无德有功卷轴=/<img:1571:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[隋炀帝杨广]/158/掉落\<img:566:0:3:20>\251/双击物品\251/给予[无德有功]称号\251/伤害反弹+3%
人不知兵=/<img:1571:0:0:3>/ \/ \<img:564:0:3:20>/\<img:1176:0:3:0>  22/+3%/21/ 最大攻击力/\<img:567:0:3:20>//\<img:1176:0:3:0>243/BUFF：/70/攻击怪物跟人物时几率触发3*3地钉\/\<img:565:0:3:20>\158/该物品由/222/[宋太宗赵炅]/158/掉落\<img:566:0:3:20>\87/宋太宗赵炅，岁月不详
统一女真=/<img:1571:0:0:3>/ \/ \<img:564:0:3:20>/\<img:1176:0:3:0>  22/+4%/22/ 最大攻击力/\<img:1176:0:3:0>70/+4%/68/ 物理防御值\/<img:1176:0:3:0>  239/+4% /229/最大生命值\/\<img:565:0:3:20>\158/该物品由/222/[清太祖努尔哈赤]/158/掉落\<img:566:0:3:20>\87/长相妖娆且能化形。
乾纲独断=/<img:1571:0:0:3>/ \/ \<img:564:0:3:20>\//70/4*4范围内技能一共1波\70/等级低于技能拥有者有几率被冰冻2秒\70/技能伤害威力100% CD300秒\/\<img:565:0:3:20>\158/该物品由/222/[清世祖顺治]/158/掉落\<img:566:0:3:20>\87/此人前身可呼风唤雨
平定三藩=/<img:1571:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[清圣祖康熙]/158/掉落\<img:566:0:3:20>\251/放置在背包内即可生效\19/每60秒给人物临时增加10%攻魔道持续10秒
天下为公=/<img:1571:0:0:3>/ \/ \<img:565:0:3:20>/\158/该物品由/222/[国父中山]/158/掉落\<img:566:0:3:20>\251/放置在背包内即可生效\146/人物复活后自动消耗此物品\146/触发人物所有属性*1.5增长持续30秒
域外之城专属---------------------------------------
魔魂之城专属----------------------------------------------------------------------
星云风暴卷轴=/<img:1575:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[仙女星座·瞬]/158/掉落\<img:566:0:3:20>\251/双击物品\251/给予[星云风暴]称号\251/爆率+5%\251/之后每一个卷轴+100W元宝\251/可以升5%爆率最高升10次
万贯家财=/<img:1575:0:0:3>/\/\<img:565:0:3:20>\/\158/该物品由/222/[御夫座·加比拉]/158/掉落\<img:566:0:3:20>\251/放置在背包内即可生效\146/回收增加10%
射手座称号=/<img:1575:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[射手座·艾欧里斯]/158/掉落\<img:566:0:3:20>\251/双击物品\251/给予[射手座]称号\251/防御魔域100-100\251/攻魔道20-20\251/元素体力魔力+2%
深渊魔域专属-----------------------------------------------------
轰天雷=/<img:1558:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[轰天雷·凌振]/158/掉落\<img:566:0:3:20>\251/双击物品\146/1.爆率+50%,持续24小时\146/2.对话框倍攻1.1倍 24小时消失\146/3.给元宝100W!
小遮拦羞羞=/<img:1558:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[小遮拦·穆春]/158/掉落\<img:566:0:3:20>\251/放置在背包内即可生效\146/随机给与1-50%爆率
神算子占卜=/<img:1558:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[神算子·蒋敬]/158/掉落\<img:566:0:3:20>\251/双击物品\146/爆率+30%,吸收+5%\146/魔法道术切割+20%\146/吸血+3%,其中一种\146/一个占卜球可以用3次\146/持续时间为8小时
锦豹子披风=/<img:1558:0:0:3>/ \/ \<img:564:0:3:20>\/<img:1176:0:3:0>  239/+35% /229/最大生命值\<img:565:0:3:20>\158/该物品由/222/[锦豹子·杨林]/158/掉落\<img:566:0:3:20>\87/独行侠的目标请对准他。
梦幻独角龙=/<img:1558:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[独角龙·邹润]/158/掉落\<img:566:0:3:20>\251/双击物品\146/对话框倍攻+20%\146/全属性+300,全元素+5%\146/其中一种,一个占卜球\146/一共可以用3次,持续时间为8小时
地狱之城专属----------------------------------------------------
叔常的召唤=/<img:1570:0:0:3>/ \/ \<img:565:0:3:20>\/\158/该物品由/222/[曾叔常]/158/掉落\<img:566:0:3:20>\251/双击物品\146/召唤一只死亡召唤者属性5倍的宝宝\146/使用次数30次
神域专属----------------------------------------------------
武器图纸-----------------------------------
光之剑图纸=/ \<img:182:0:3:20>\/\<img:181:0:-6:0>/87/---打造武器图纸---\/\<img:181:0:-6:0>/87/打造条件如下：\/\<img:181:0:-6:0>/146/修炼石*10\/\<img:181:0:-6:0>/146/天外陨石*10\/\<img:181:0:-6:0>/146/神器碎片*10\/\<img:181:0:-6:0>/146/100000元宝\/\<img:181:0:-6:0>/87/属性详情：\/\<img:181:0:-6:0>/87/请查看神兵谱！
破灭=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+21%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
追魂之剑=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+22%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
胜利之不灭枪=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+23%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
寒冬之刃=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+24%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
献祭血羽刃=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+25%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
人皇匕=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+26%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
战炎=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+27%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
星隐=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+28%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
天炼=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+29%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
恶魔弯刀=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+30%/229/ 最大攻击力\<img:182:0:-3:0>\247/特殊武器，所有怪物均可掉落。
超级特殊武器-----------------------------------------------------------------------------------------------
幽影之枪[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+10%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[2]个。
神圣之剑[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+11%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[4]个。
胜利之匕[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+12%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[6]个。
涅幻之刃[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+13%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[8]个。
嗜血之矛[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+14%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[10]个。
冰之枪[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+15%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[12]个。
天御牙[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+16%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[14]个。
黄金圣龙之剑[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+17%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[16]个。
血矛[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+18%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[18]个。
震天[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+19%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[20]个。
咆哮之刀[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+20%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[22]个。
邪恶之戟[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+21%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[24]个。
风华之鞭[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+22%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[26]个。
灵魂之锤[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+23%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[28]个。
愤怒咆哮之刃[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+24%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[30]个。
乾坤一剑[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+25%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[32]个。
绝望[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+26%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[34]个。
玄铁剑[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+27%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[36]个。
玄铁枪[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+28%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[38]个。
嗜血杀戮斧[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+29%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[40]个。
破灭[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+30%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[42]个。
追魂之剑[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+31%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[44]个。
胜利之不灭枪[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+32%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[46]个。
寒冬之刃[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+33%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[48]个。
献祭血羽刃[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+34%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[50]个。
人皇匕[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+35%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[52]个。
战炎[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+36%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[54]个。
星隐[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+37%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[56]个。
天炼[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+38%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[58]个。
恶魔弯刀[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+40%/229/ 最大攻击力\<img:182:0:-3:0>\247/超级特殊武器可分解神器碎片[60]个。
正常衣服-----------------------------------------------------------------------------------------------
天魔战甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
雷霆战甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
凤天魔甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
火龙战甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
天龙之铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
冰龙之铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
蛮荒战铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
梦幻之铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
英雄之铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
武神之铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
寂静魔铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
虎头铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
水蓝之铠=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
合金战甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
黄金战甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
红域魔甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
蝴蝶之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
七彩魔甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
魔域之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
逍遥魔甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
星辰之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
遗忘之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
迷失无双甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
地裂魔神甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
至尊之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
龙神甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
霸王魔甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
缥缈之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
破灭甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
炙炎之甲=/ \<img:182:0:3:20>\247/初级衣服，所有怪物均可掉落。
特殊衣服-----------------------------------------------------------------------------------------------
乌金战铠=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+1%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
天心铠甲=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+2%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
玄武战袍=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+3%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
乾坤无畏铠=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+4%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
紫阳百衲衣=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+5%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
九黎披风=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+6%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
仙元紫天=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+7%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
死亡魔魂=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+8%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
暗黑之袍=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+9%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
风流披风=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+10%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
龙骨灵铠=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+11%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
原始无双=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+12%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
火神愤怒=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+13%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
天罡灭魂=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+14%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
猩红=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+15%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
血魔=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+16%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
海神破天=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+17%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
魔鲨=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+18%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
人马冰霜=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+19%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
封龙=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+20%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
孤星战月=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+21%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
不死鸟披风=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+22%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
白夜荒天铠=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+23%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
镇魂=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+24%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
八崩=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+25%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
噬浪罗杉=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+26%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
天武神雷=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+27%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
冥铠=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+28%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
上古魔甲=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+29%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
逆水寒=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+30%/229/ 最大生命值\<img:182:0:-3:0>\247/特殊衣服，所有怪物均可掉落。
超级特殊衣服-----------------------------------------------------------------------------------------------
乌金战铠[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+10%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[2]个。
天心铠甲[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+11%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[4]个。
玄武战袍[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+12%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[6]个。
乾坤无畏铠[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+13%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[8]个。
紫阳百衲衣[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+14%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[10]个。
九黎披风[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+15%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[12]个。
仙元紫天[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+16%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[14]个。
死亡魔魂[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+17%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[16]个。
暗黑之袍[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+18%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[18]个。
风流披风[灵阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+19%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[20]个。
龙骨灵铠[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+20%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[22]个。
原始无双[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+21%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[24]个。
火神愤怒[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+22%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[26]个。
天罡灭魂[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+23%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[28]个。
猩红[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+24%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[30]个。
血魔[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+25%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[32]个。
海神破天[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+26%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[34]个。
魔鲨[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+27%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[36]个。
人马冰霜[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+28%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[38]个。
封龙[仙阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+29%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[40]个。
孤星战月[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+30%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[42]个。
不死鸟披风[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+31%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[44]个。
白夜荒天铠[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+32%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[46]个。
镇魂[神阶]=/ \<img:178:0:-3:-10>/\<img:181:0:-3:0>  239/+33%/229/ 最大生命值\<img:182:0:-3:0>\247/超级特殊衣服可分解神器碎片[48]个。
